32,0.24755859375,0,0,0,0,0,0,0,0
33,0.25732421875,0.045654296875,-0.037841796875,0.217529296875,0.743408203125,80.5,175.5,91.5,225.5
34,0.31982421875,0.033935546875,0.47314453125,0.299560546875,0.78564453125,59.5,11.5,76.5,31.5
35,0.61572265625,0.02587890625,-0.03515625,0.63525390625,0.74609375,231.5,175.5,270.5,225.5
36,0.5615234375,0.015380859375,-0.1376953125,0.546630859375,0.8623046875,126.5,339.5,160.5,403.5
37,0.732421875,0.0185546875,-0.04296875,0.7216796875,0.75390625,272.5,280.5,317.5,331.5
38,0.62158203125,0.013671875,-0.04296875,0.654296875,0.75390625,318.5,280.5,359.5,331.5
39,0.17431640625,0.0166015625,0.484619140625,0.1572265625,0.781494140625,394.5,312.5,403.5,331.5
40,0.341796875,0.02978515625,-0.268310546875,0.35791015625,0.841064453125,0.5,332.5,21.5,403.5
41,0.34765625,-0.016357421875,-0.268310546875,0.311767578125,0.841064453125,22.5,332.5,43.5,403.5
42,0.4306640625,-0.019287109375,0.261962890625,0.449462890625,0.746337890625,0.5,0.5,30.5,31.5
43,0.56689453125,0.00048828125,0.033203125,0.56298828125,0.626953125,272.5,33.5,308.5,71.5
44,0.1962890625,-0.019287109375,-0.173583984375,0.183837890625,0.138916015625,77.5,11.5,90.5,31.5
45,0.27587890625,-0.01904296875,0.231689453125,0.29345703125,0.372314453125,372.5,39.5,392.5,48.5
46,0.26318359375,0.03271484375,-0.03759765625,0.22021484375,0.13427734375,151.5,20.5,163.5,31.5
47,0.412109375,-0.02294921875,-0.096923828125,0.41455078125,0.746826171875,287.5,349.5,315.5,403.5
48,0.5615234375,0.022705078125,-0.04296875,0.538330078125,0.75390625,360.5,280.5,393.5,331.5
49,0.5615234375,0.047607421875,-0.033447265625,0.391357421875,0.747802734375,85.5,72.5,107.5,122.5
50,0.5615234375,0.01171875,-0.0380859375,0.55859375,0.7587890625,0.5,226.5,35.5,277.5
51,0.5615234375,0.013427734375,-0.04296875,0.529052734375,0.75390625,48.5,226.5,81.5,277.5
52,0.5615234375,-0.006591796875,-0.03515625,0.571533203125,0.74609375,366.5,123.5,403.5,173.5
53,0.5615234375,0.040771484375,-0.0478515625,0.556396484375,0.7490234375,82.5,226.5,115.5,277.5
54,0.5615234375,0.03125,-0.047607421875,0.546875,0.749267578125,116.5,226.5,149.5,277.5
55,0.5615234375,0.00439453125,-0.03515625,0.55126953125,0.74609375,144.5,72.5,179.5,122.5
56,0.5615234375,0.02294921875,-0.04296875,0.53857421875,0.75390625,150.5,226.5,183.5,277.5
57,0.5615234375,0.0146484375,-0.038330078125,0.5302734375,0.758544921875,184.5,226.5,217.5,277.5
58,0.2421875,0.028076171875,-0.040771484375,0.215576171875,0.568603515625,53.5,32.5,65.5,71.5
59,0.21142578125,-0.01611328125,-0.17919921875,0.20263671875,0.57080078125,180.5,74.5,194.5,122.5
60,0.50830078125,0.00048828125,0.057861328125,0.46923828125,0.573486328125,309.5,38.5,339.5,71.5
61,0.548828125,0.03564453125,0.16357421875,0.52001953125,0.50732421875,372.5,49.5,403.5,71.5
62,0.5224609375,0.03173828125,0.058349609375,0.51611328125,0.573974609375,340.5,38.5,371.5,71.5
63,0.47216796875,0.000244140625,-0.040771484375,0.468994140625,0.756103515625,218.5,226.5,248.5,277.5
64,0.89794921875,0.023444531953195312,-0.25341796875,0.88281953195319529,0.73095703125,179.5,340.5,234.5,403.5
65,0.65234375,-0.025146484375,-0.03515625,0.677978515625,0.74609375,39.5,72.5,84.5,122.5
66,0.62255859375,0.051025390625,-0.03515625,0.597900390625,0.74609375,108.5,72.5,143.5,122.5
67,0.65087890625,0.019287109375,-0.04296875,0.644287109375,0.75390625,249.5,226.5,289.5,277.5
68,0.65576171875,0.050537109375,-0.03515625,0.628662109375,0.74609375,328.5,123.5,365.5,173.5
69,0.568359375,0.050537109375,-0.03515625,0.566162109375,0.74609375,294.5,123.5,327.5,173.5
70,0.552734375,0.044921875,-0.03515625,0.560546875,0.74609375,260.5,123.5,293.5,173.5
71,0.68115234375,0.02099609375,-0.04296875,0.64599609375,0.75390625,290.5,226.5,330.5,277.5
72,0.712890625,0.051025390625,-0.03515625,0.660400390625,0.74609375,177.5,123.5,216.5,173.5
73,0.27197265625,0.05810546875,-0.03515625,0.21435546875,0.74609375,166.5,123.5,176.5,173.5
74,0.5517578125,-0.007568359375,-0.0478515625,0.508056640625,0.7490234375,331.5,226.5,364.5,277.5
75,0.626953125,0.05029296875,-0.03515625,0.65966796875,0.74609375,84.5,123.5,123.5,173.5
76,0.5380859375,0.048095703125,-0.03515625,0.548095703125,0.74609375,51.5,123.5,83.5,173.5
77,0.873046875,0.045654296875,-0.03515625,0.826904296875,0.74609375,0.5,123.5,50.5,173.5
78,0.712890625,0.051025390625,-0.03515625,0.660400390625,0.74609375,354.5,175.5,393.5,225.5
79,0.6875,0.023193359375,-0.04296875,0.663818359375,0.75390625,0.5,174.5,41.5,225.5
80,0.630859375,0.049072265625,-0.03515625,0.627197265625,0.74609375,271.5,175.5,308.5,225.5
81,0.6875,0.020263671875,-0.15283203125,0.660888671875,0.75341796875,245.5,345.5,286.5,403.5
82,0.61572265625,0.043212890625,-0.03515625,0.636962890625,0.74609375,192.5,175.5,230.5,225.5
83,0.59326171875,0.00048828125,-0.04296875,0.59423828125,0.75390625,365.5,226.5,403.5,277.5
84,0.5966796875,-0.013671875,-0.03515625,0.611328125,0.74609375,92.5,175.5,132.5,225.5
